Country,State,District,Year,Social Group Type,Land Area Size,Category Of Holdings,"Wholly Irrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Unirrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Unirrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partially Irrigated Holdings (UOM:Number), Scaling Factor:1","Irrigated Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Holdings Receiving Irrigation (UOM:Number), Scaling Factor:1","Net Irrigated Area Of Holdings Receiving Irrigation (UOM:Ha(Hectare)), Scaling Factor:1"
India,Andhra Pradesh,Ananthapuramu,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,351,1126.211,232,589.391,64,75.743,172.13,415,1201.954
India,Andhra Pradesh,Ananthapuramu,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,109,459.047,72,252.538,13,18.927,45.304,122,477.974
India,Andhra Pradesh,Ananthapuramu,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,87,509.91,12,64.474,6,11.946,29.387,93,521.856
India,Andhra Pradesh,Ananthapuramu,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,25,212.23,2,18.15,3,7.181,19.095,28,219.411
India,Andhra Pradesh,Ananthapuramu,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,2,79.77,0,0,0,0,0,2,79.77
India,Andhra Pradesh,Ananthapuramu,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1160,374.202,1998,569.274,22,3.417,8.154,1182,377.619
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,2785,660.946,1243,358.632,60,8.106,17.949,2845,669.052
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,1,8.95,0,0,1,1.745,4.187,2,10.695
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,9,50.08,1,2.148,2,2.851,5.733,11,52.931
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,14,63.74,1,2.535,13,18.971,43.335,27,82.711
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,44,141.334,7,11.619,37,42.796,92.995,81,184.13
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,113,229.686,218,288.043,211,171.66,386.504,324,401.346
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,4,46.88,0,0,0,0,0,4,46.88
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,711,780.529,978,943.225,529,294.722,648.772,1240,1075.251
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1510,867.453,1488,858.599,201,56.5,127.272,1711,923.953
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,18939,4411.883,13028,3315.705,1244,81.768,273.197,20183,4493.651
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,12,100.19,0,0,3,8.333,14.513,15,108.523
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,40,237.581,0,0,18,30.83,61.588,58,268.411
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,70,305.186,16,36.66,19,28.139,68.763,89,333.325
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,157,493.923,53,119.349,85,108.506,245.251,242,602.429
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,648,1182.921,503,825.507,741,582.979,1255.084,1389,1765.9
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,12,156.74,1,2.43,0,0,0,12,156.74
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,4586,4653.72,4284,4523.46,2542,1256.597,2938.088,7128,5910.317
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,10205,6008.111,7949,4674.723,1577,415.884,991.387,11782,6423.995
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,87242,18593.141,60809,15561.509,4462,421.836,1126.5,91704,19014.977
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,30,861.804,6,42.227,23,150.275,306.726,53,1012.079
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,327,2371.81,145,693.619,576,1442.56,3136.968,903,3814.37
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,681,2816.434,588,2281.844,2248,4564.71,9822.66,2929,7381.144
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,927,3099.65,945,2614.179,2218,3356.814,7249.286,3145,6456.464
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,2309,5855.211,2375,5518.13,5195,6295.856,13096.884,7504,12151.067
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,9393,15464.212,9309,15012.538,14231,12423.568,26139.543,23624,27887.78
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,235,2520.926,77,643.97,353,1603.509,3202.244,588,4124.435
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,40261,42156.06,46290,47430.941,30230,16671.485,36536.174,70491,58827.545
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,53888,31761.557,54330,31813.939,11706,3320.133,7684.791,65594,35081.69
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,61,11.493,6,1.023,0,0,0,61,11.493
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,6,837.98,1,4.86,2,19.829,35.61,8,857.809
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,7,59.61,0,0,0,0,0,7,59.61
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,14,83.26,0,0,0,0,0,14,83.26
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,5,21.15,0,0,0,0,0,5,21.15
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,9,31.55,0,0,3,4.044,10.109,12,35.594
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,18,44.06,0,0,5,4.007,9.116,23,48.067
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,9,126.32,0,0,4,25.637,48.155,13,151.957
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,15,19.916,8,10.14,12,6.163,12.766,27,26.079
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,35,26.14,0,0,4,0.686,1.991,39,26.826
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,5239,3489.988,1551,912.673,1395,537.493,977.243,6634,4027.481
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,61,89.44,0,0,5,6.314,7.26,66,95.754
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,56,755.567,0,0,0,0,0,56,755.567
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,107,266.25,0,0,2,2.042,4.31,109,268.292
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,69,233.806,6,21.09,0,0,0,69,233.806
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,40,173.354,0,0,0,0,0,40,173.354
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,95,582.23,0,0,0,0,0,95,582.23
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,45,388.52,0,0,0,0,0,45,388.52
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,47,4239.99,8,424.24,0,0,0,47,4239.99
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,115,31.4,22,1.772,22,3.151,4.988,137,34.551
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,97559,69101.358,19642,12906.198,7675,3433.186,5474.874,105234,72534.544
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,52064,70596.214,11673,14339.107,6451,5512.587,8875.382,58515,76108.801
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,210,2587.854,124,1598.935,3,38.48,50.35,213,2626.334
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,13096,30723.657,2836,6054.006,2015,2747.866,4741.793,15111,33471.523
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4505,15375.426,977,3189.619,770,1622.318,2556.974,5275,16997.744
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2245,9727.855,464,1950.433,445,955.036,1849.776,2690,10682.891
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,1470,8557.946,380,2189.586,242,683.582,1351.134,1712,9241.528
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,519,4428.58,93,588.174,29,125.868,190.956,548,4554.448
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,74,2080.214,2,49.759,0,0,0,74,2080.214
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,310201,74349.258,88621,15675.774,10864,2162.244,3182.653,321065,76511.502
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,78,55.46,0,0,9,1.439,6.05,87,56.899
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,1628,2163.329,550,593.066,656,578.257,870.858,2284,2741.586
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,15,177.71,0,0,1,8.908,10.86,16,186.618
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,351,820.95,81,157.244,69,88.771,162.75,420,909.721
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,132,454.249,24,65.494,18,29.415,61.385,150,483.664
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,73,315.377,1,4.05,17,54.625,74.571,90,370.002
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,33,198.54,3,18.06,4,23.593,25.32,37,222.133
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,21,177.33,0,0,0,0,0,21,177.33
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,4,113.33,0,0,0,0,0,4,113.33
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,31976,6537.522,20848,2870.44,3001,541.402,804.387,34977,7078.924
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,4942,3528.676,8669,6190.081,205,73.204,148.569,5147,3601.88
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,3765,5166.947,7150,9944.112,413,255.635,598.408,4178,5422.582
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,18,272.08,127,1349.841,59,203.346,719.464,77,475.426
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,987,2296.058,2754,6493.158,259,259.327,592.705,1246,2555.385
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,273,930.862,1079,3632.133,115,168.613,404.035,388,1099.475
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,91,376.36,622,2617.448,64,106.112,282.16,155,482.472
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,51,300.763,507,2919.664,95,213.226,559.949,146,513.989
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,27,223.9,199,1463.414,64,144.45,527.162,91,368.35
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,12,272.07,4,225.95,0,0,0,12,272.07
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,9530,2558.226,15004,3899.34,44,6.137,11.261,9574,2564.363
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,40,31.26,0,0,0,0,0,40,31.26
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,44,63.78,0,0,0,0,0,44,63.78
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,10,129.35,9,118.88,0,0,0,10,129.35
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,15,38.42,1,2.11,2,2.798,4.84,17,41.218
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,11,38.96,1,3.4,1,1.374,3.39,12,40.334
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,12,52.46,3,13.259,0,0,0,12,52.46
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,28,175.17,0,0,2,12.399,14.2,30,187.569
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,12,102.91,1,7.98,4,11.633,34.61,16,114.543
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,35,1350.429,6,250.69,2,63.62,72.566,37,1414.049
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,63,13.153,5,0.597,0,0,0,63,13.153
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,91764,65076.461,68772,49278.698,2738,1193.873,2244.161,94502,66270.334
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,58192,78093.536,45354,61323.64,9795,7716.945,14277.172,67987,85810.481
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,165,1858.181,62,628.526,21,121,245.869,186,1979.181
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,14443,32133.089,11063,25074.517,5223,6888.112,12110.978,19666,39021.201
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4843,14861.333,3589,11428.773,1954,3597.989,6335.143,6797,18459.322
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,1911,7484.558,1734,6923.186,1001,2120.841,4156.539,2912,9605.399
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,977,5090.882,959,5070.361,828,2210.213,4275.098,1805,7301.095
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,273,1865.922,164,1131.939,184,712.709,1395.352,457,2578.631
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,35,2138.34,3,153.758,3,14.847,43.822,38,2153.187
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,202868,53921.518,116564,32839.988,166,50.026,75.33,203034,53971.544
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,5322,3754.697,3357,2311.617,245,103.586,190.497,5567,3858.283
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2358,3096.569,1384,1717.121,308,234.239,414.718,2666,3330.808
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,3,22.691,0,0,0,0,0,3,22.691
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,426,983.053,249,575.44,125,143.759,276.327,551,1126.812
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,180,615.604,32,103.667,10,14.437,34.574,190,630.041
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,157,675.961,55,235.916,5,12.548,21.735,162,688.509
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,29,162.269,5,29.14,0,0,0,29,162.269
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,14,113.298,1,7.56,2,8.117,15.39,16,121.415
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,18959,4587.911,11476,3070.271,47,12.97,23.213,19006,4600.881
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,2230,1614.96,1631,1171.812,159,82.054,127.621,2389,1697.014
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,1334,1697.038,770,925.443,377,317.081,527.994,1711,2014.119
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,357,730.649,88,183.665,236,354.309,529.246,593,1084.958
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,66,202.599,12,41.89,2,2.713,6.33,68,205.312
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,87,381.49,0,0,1,1.621,4.92,88,383.111
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,27,155.5,0,0,0,0,0,27,155.5
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,4,35.14,0,0,0,0,0,4,35.14
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,3,142.62,0,0,0,0,0,3,142.62
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,3478,1013.505,2603,766.161,4,1.365,1.556,3482,1014.87
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,3,1.78,1,0.72,0,0,0,3,1.78
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,3234,782.086,2202,566.833,0,0,0,3234,782.086
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,1,48.6,0,0,0,0,0,1,48.6
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,17,145.78,0,0,1,5.42,7.65,18,151.2
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,34,200.96,1,7.072,1,3.321,6.438,35,204.281
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,35,153.46,0,0,2,4.799,9.39,37,158.259
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,70,244.26,4,14.27,0,0,0,70,244.26
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,153,366.479,76,177.989,3,3.667,7.17,156,370.146
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,4,52.41,0,0,0,0,0,4,52.41
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,478,635.46,649,864.606,15,12.687,22.585,493,648.147
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1053,749.692,1270,889.519,11,6.187,11.218,1064,755.879
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,29071,6453.134,8204,2063.103,30,2.426,13.69,29101,6455.56
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,14,390.04,0,0,0,0,0,14,390.04
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,49,409.96,0,0,2,4.102,15.29,51,414.062
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,113,687.238,1,5.907,3,4.937,15.509,116,692.175
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,118,522.043,13,56.836,7,21.582,33.021,125,543.625
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,264,891.994,41,142.839,5,7.274,14.846,269,899.268
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,641,1527.189,262,620.983,38,50.886,92.922,679,1578.075
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,21,272.37,0,0,0,0,0,21,272.37
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2962,4058.925,1327,1735.923,203,139.65,280.967,3165,4198.575
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,6267,4393.82,3163,2268.067,167,52.615,124.203,6434,4446.435
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,214674,54793.556,46430,12547.13,237,48.169,93.695,214911,54841.725
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,43,1414.13,17,632.49,2,37.946,68.881,45,1452.076
